Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
147.32.84.165-222.88.205.195-1386-443-6,147.32.84.165,1386,222.88.205.195,443,6,10/08/2011 04:15:07 PM,6,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,4.1333333333333336E7,333333.3333333333,6.0,0.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,166666.66666666666,166666.66666666666,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,10/08/2011 04:12:11 PM,119998493,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02500031396227618,5.99992465E7,884.5905832643709,5.9999872E7,5.9998621E7,5.9998621E7,5.9998621E7,0.0,5.9998621E7,5.9998621E7,0,0,0,0,0,0,0,0,0,0,0,0.016666875974850785,0.008333437987425392,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.99992465E7,884.5905832643709,5.9999872E7,5.9998621E7,No Label
147.32.84.165-222.88.205.195-1453-443-6,147.32.84.165,1453,222.88.205.195,443,6,10/08/2011 04:15:15 PM,623328,5,3,40.0,0.0,20.0,0.0,8.0,10.954451150103322,0.0,0.0,0.0,0.0,64.17167205708712,12.834334411417425,89046.85714285714,151914.637093148,311635.0,6.0,312099.0,78024.75,155879.5390322818,311844.0,6.0,623328.0,311664.0,26.870057685088806,311683.0,311645.0,0,0,0,0,108,76,8.02145900713589,4.812875404281534,0.0,20.0,4.444444444444445,8.819171036881968,77.77777777777777,0,1,0,0,0,0,0,0,0.0,5.0,8.0,0.0,0,0,0,0,0,0,5,40,3,0,-1,5840,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1453-443-6,147.32.84.165,1453,222.88.205.195,443,6,10/08/2011 04:15:15 PM,405,2,1,104.0,0.0,104.0,0.0,52.0,73.53910524340094,0.0,0.0,0.0,0.0,256790.12345679014,7407.407407407408,202.5,275.064537881567,397.0,8.0,397.0,397.0,0.0,397.0,397.0,0,0,0,0,0,0,0,0,0,40,20,4938.271604938272,2469.135802469136,0.0,104.0,26.0,52.0,2704.0,0,0,0,0,1,0,0,0,0.0,34.666666666666664,52.0,0.0,0,0,0,0,0,0,2,104,1,0,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1453-443-6,147.32.84.165,1453,222.88.205.195,443,6,10/08/2011 04:15:15 PM,2681112,1,2,124.0,104.0,124.0,124.0,124.0,0.0,104.0,0.0,52.0,73.53910524340094,85.0393418850089,1.118938709013275,1340556.0,1895729.2387305736,2681039.0,73.0,0,0,0,0,0,73.0,73.0,0.0,73.0,73.0,0,1,0,0,20,40,0.3729795696710917,0.7459591393421834,0.0,124.0,83.0,56.13079962611138,3150.666666666666,1,0,0,1,1,0,0,0,2.0,110.66666666666667,124.0,52.0,0,0,0,0,0,0,1,124,2,104,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1453-443-6,147.32.84.165,1453,222.88.205.195,443,6,10/08/2011 04:15:18 PM,6010071,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,41.26407158917091,0.3327747708804106,6010071.0,0.0,6010071.0,6010071.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.1663873854402053,0.1663873854402053,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.223.75-1381-88-6,147.32.84.165,1381,60.190.223.75,88,6,10/08/2011 04:13:17 PM,3015078,59,28,370.0,56083.0,185.0,0.0,6.271186440677965,33.766352619993526,4380.0,0.0,2002.9642857142853,1201.913951506262,18723.562043834354,28.85497489617184,35059.046511627916,89975.1263618624,515675.0,2.0,3015070.0,51983.96551724137,110113.93640193148,515675.0,4.0,2298977.0,85147.2962962963,123678.09249599258,329121.0,6.0,0,0,0,0,1188,576,19.568316308898144,9.286658587273696,0.0,4380.0,641.5113636363636,1150.65987059618,1324018.1378004178,0,1,0,0,0,0,0,0,0.0,648.8850574712644,6.271186440677966,2002.9642857142858,0,0,0,0,0,0,59,370,28,56083,-1,65350,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1453-443-6,147.32.84.165,1453,222.88.205.195,443,6,10/08/2011 04:15:24 PM,11915924,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,20.812485880238913,0.16784262806644284,1.1915924E7,0.0,1.1915924E7,1.1915924E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.08392131403322142,0.08392131403322142,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-64.12.168.40-1443-587-6,147.32.84.165,1443,64.12.168.40,587,6,10/08/2011 04:15:04 PM,32314110,23,16,2288.0,871.0,990.0,0.0,99.47826086956522,281.2893802030567,422.0,0.0,54.43749999999999,110.65500064012771,97.7591522712524,1.2069031144599063,850371.3157894737,4825572.019883978,2.9810462E7,5.0,2503588.0,113799.45454545453,141294.90842298506,465805.0,6.0,3.231411E7,2154273.9999999995,7703521.568401585,2.9998868E7,55.0,0,0,0,0,468,336,0.7117633751943037,0.49513973926560256,0.0,990.0,78.97499999999998,223.60272548910007,49998.178846153845,0,1,0,0,0,0,0,0,0.0,81.0,99.47826086956522,54.4375,0,0,0,0,0,0,23,2288,16,871,-1,6930,18,0,2503593.0,0.0,2503593.0,2503593.0,2.9810462E7,0.0,2.9810462E7,2.9810462E7,No Label
147.32.84.165-64.12.168.40-1443-587-6,147.32.84.165,1443,64.12.168.40,587,6,10/08/2011 04:15:37 PM,303,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.990099009901,151.5,201.52543263816605,294.0,9.0,294.0,294.0,0.0,294.0,294.0,0,0,0,0,0,0,0,0,0,40,20,6600.660066006601,3300.3300330033003,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,63369,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-212.117.171.138-1378-65500-6,147.32.84.165,1378,212.117.171.138,65500,6,10/08/2011 04:15:07 PM,29999616,4,2,166.0,38.0,64.0,0.0,41.5,30.259984578096972,38.0,0.0,19.0,26.870057685088806,6.800087041114127,0.20000256003276842,5999923.2,1.3403662266484419E7,2.9977117E7,8.0,2.9999607E7,9999869.0,1.7320110570264872E7,2.999941E7,8.0,22302.0,22302.0,0.0,22302.0,22302.0,0,1,0,0,80,40,0.13333504002184562,0.06666752001092281,0.0,64.0,34.57142857142858,26.323988697619153,692.9523809523808,0,0,0,1,1,0,0,0,0.0,40.333333333333336,41.5,19.0,0,0,0,0,0,0,4,166,2,38,-1,7504,3,0,22302.0,0.0,22302.0,22302.0,2.9977117E7,0.0,2.9977117E7,2.9977117E7,No Label
147.32.84.165-212.117.171.138-1378-65500-6,147.32.84.165,1378,212.117.171.138,65500,6,10/08/2011 04:15:37 PM,22494,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,133.36889837289945,11247.0,15472.910585924034,22188.0,306.0,0,0,0,0,0,22494.0,11247.0,15472.910585924034,22188.0,306.0,0,0,0,0,0,60,0.0,133.36889837289945,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,7504,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-211.157.110.34-1395-6667-6,147.32.84.165,1395,211.157.110.34,6667,6,10/08/2011 04:14:50 PM,47968913,1,1,286.0,286.0,286.0,286.0,286.0,0.0,286.0,286.0,286.0,0.0,11.924389447807583,0.04169366939792861,4.7968913E7,0.0,4.7968913E7,4.7968913E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.020846834698964305,0.020846834698964305,286.0,286.0,286.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,429.0,286.0,286.0,0,0,0,0,0,0,1,286,1,286,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1403-443-6,147.32.84.165,1403,222.88.205.195,443,6,10/08/2011 04:14:56 PM,47969114,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,5.169993341965832,0.041693494693272846,4.7969114E7,0.0,4.7969114E7,4.7969114E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.020846747346636423,0.020846747346636423,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-60.190.222.139-1039-65520-6,147.32.84.165,1039,60.190.222.139,65520,6,10/08/2011 04:12:42 PM,95343231,4,4,36.0,20.0,9.0,9.0,9.0,0.0,10.0,0.0,5.0,5.773502691896258,0.5873516075829232,0.08390737251184617,1.3620461571428573E7,3.5767151840091795E7,9.4732082E7,8.0,9.503762E7,3.1679206666666664E7,5.486998076770949E7,9.5037603E7,8.0,9.5343231E7,3.1781077E7,5.451716952388569E7,9.4732082E7,305458.0,0,1,0,0,80,80,0.041953686255923085,0.041953686255923085,0.0,10.0,7.333333333333333,4.183300132670378,17.5,0,0,0,1,1,0,0,0,1.0,8.25,9.0,5.0,0,0,0,0,0,0,4,36,4,20,-1,5840,4,0,305458.0,0.0,305458.0,305458.0,9.4732082E7,0.0,9.4732082E7,9.4732082E7,No Label
147.32.84.165-222.88.205.195-1453-443-6,147.32.84.165,1453,222.88.205.195,443,6,10/08/2011 04:15:36 PM,24033968,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,10.318728892374326,0.08321555558366392,2.4033968E7,0.0,2.4033968E7,2.4033968E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.04160777779183196,0.04160777779183196,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1374-443-6,147.32.84.165,1374,222.88.205.195,443,6,10/08/2011 04:14:25 PM,96037698,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,2.582319288827602,0.020825155555061304,9.6037698E7,0.0,9.6037698E7,9.6037698E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.010412577777530652,0.010412577777530652,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-184.154.132.106-1398-9541-6,147.32.84.165,1398,184.154.132.106,9541,6,10/08/2011 04:14:06 PM,99931441,203,103,10.0,966.0,5.0,0.0,0.049261083743842325,0.49506169813789513,37.0,0.0,9.378640776699031,6.068427623418928,9.766695949075727,3.0620993446897256,327644.06885245896,603086.3273302446,4186205.0,6.0,9.9931433E7,494710.06435643556,771293.7392063458,4306271.0,6.0,9.977307E7,978167.3529411766,838227.8341378899,4305676.0,142221.0,0,0,0,0,4068,2076,2.0313927025229224,1.030706642166803,0.0,37.0,3.179153094462541,5.6485137671018455,31.90570777713908,0,1,0,0,0,0,0,0,0.0,3.189542483660131,0.04926108374384237,9.37864077669903,0,0,0,0,0,0,203,10,103,966,-1,64235,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-173.236.81.226-1481-3817-6,147.32.84.165,1481,173.236.81.226,3817,6,10/08/2011 04:16:10 PM,422159,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.212654473788312,84431.8,130143.31024566726,295853.0,5.0,126298.0,63149.0,89299.10118248672,126293.0,5.0,422159.0,211079.5,120378.56553597904,296200.0,125959.0,0,0,0,0,68,76,7.106327236894156,7.106327236894156,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-173.236.81.226-1481-3817-6,147.32.84.165,1481,173.236.81.226,3817,6,10/08/2011 04:16:10 PM,252,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11904.761904761905,126.0,165.46298679765212,243.0,9.0,243.0,243.0,0.0,243.0,243.0,0,0,0,0,0,0,0,0,0,40,20,7936.507936507936,3968.253968253968,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-69.175.10.98-1482-4190-6,147.32.84.165,1482,69.175.10.98,4190,6,10/08/2011 04:16:10 PM,494784,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12650368645712,98956.8,159080.80500079197,365446.0,7.0,129328.0,64664.0,91438.8063023572,129321.0,7.0,494784.0,247392.0,167432.98629003784,365785.0,128999.0,0,0,0,0,68,76,6.06325184322856,6.06325184322856,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-69.175.10.98-1482-4190-6,147.32.84.165,1482,69.175.10.98,4190,6,10/08/2011 04:16:11 PM,249,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12048.192771084337,124.5,163.3416664540925,240.0,9.0,240.0,240.0,0.0,240.0,240.0,0,0,0,0,0,0,0,0,0,40,20,8032.128514056226,4016.064257028113,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-61.150.114.216-1493-6667-6,147.32.84.165,1493,61.150.114.216,6667,6,10/08/2011 04:16:16 PM,1268175,5,5,610.0,262.0,305.0,0.0,122.0,167.05538003907566,262.0,0.0,52.4,117.16996202098898,687.6022630946044,7.885347053837207,140908.33333333334,220872.49541137982,571791.0,4.0,347870.0,86967.5,173755.04109809303,347600.0,4.0,1268175.0,317043.75,236185.10198765006,571791.0,7.0,0,0,0,0,108,116,3.9426735269186035,3.9426735269186035,0.0,305.0,79.27272727272727,136.22341275206028,18556.818181818184,0,1,0,0,0,0,0,0,1.0,87.2,122.0,52.4,0,0,0,0,0,0,5,610,5,262,-1,6432,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-61.150.114.216-1493-6667-6,147.32.84.165,1493,61.150.114.216,6667,6,10/08/2011 04:16:18 PM,260,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11538.461538461539,130.0,172.5340546095176,252.0,8.0,252.0,252.0,0.0,252.0,252.0,0,0,0,0,0,0,0,0,0,40,20,7692.307692307693,3846.1538461538466,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,63978,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1495-443-6,147.32.84.165,1495,222.88.205.195,443,6,10/08/2011 04:16:21 PM,634557,5,3,40.0,0.0,20.0,0.0,8.0,10.954451150103322,0.0,0.0,0.0,0.0,63.036102351719386,12.607220470343877,90651.0,154633.5889632866,317475.0,9.0,318001.0,79500.25,158818.54182341768,317728.0,9.0,634557.0,317278.5,290.62088706767105,317484.0,317073.0,0,0,0,0,108,76,7.879512793964923,4.727707676378954,0.0,20.0,4.444444444444445,8.819171036881968,77.77777777777777,0,1,0,0,0,0,0,0,0.0,5.0,8.0,0.0,0,0,0,0,0,0,5,40,3,0,-1,5840,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1495-443-6,147.32.84.165,1495,222.88.205.195,443,6,10/08/2011 04:16:21 PM,256,2,1,104.0,0.0,104.0,0.0,52.0,73.53910524340094,0.0,0.0,0.0,0.0,406250.0,11718.75,128.0,158.39191898578665,240.0,16.0,240.0,240.0,0.0,240.0,240.0,0,0,0,0,0,0,0,0,0,40,20,7812.5,3906.25,0.0,104.0,26.0,52.0,2704.0,0,0,0,0,1,0,0,0,0.0,34.666666666666664,52.0,0.0,0,0,0,0,0,0,2,104,1,0,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1495-443-6,147.32.84.165,1495,222.88.205.195,443,6,10/08/2011 04:16:21 PM,2669286,1,2,124.0,104.0,124.0,124.0,124.0,0.0,104.0,0.0,52.0,73.53910524340094,85.41610003573989,1.1238960531018407,1334643.0,1886836.6638503715,2668838.0,448.0,0,0,0,0,0,448.0,448.0,0.0,448.0,448.0,0,1,0,0,20,40,0.37463201770061355,0.7492640354012271,0.0,124.0,83.0,56.13079962611138,3150.666666666666,1,0,0,1,1,0,0,0,2.0,110.66666666666667,124.0,52.0,0,0,0,0,0,0,1,124,2,104,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1495-443-6,147.32.84.165,1495,222.88.205.195,443,6,10/08/2011 04:16:24 PM,6008570,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,41.27437976090817,0.33285790129764653,6008570.0,0.0,6008570.0,6008570.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.16642895064882327,0.16642895064882327,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-147.32.96.45-21-2049-6,147.32.96.45,2049,147.32.84.165,21,6,10/08/2011 04:09:52 PM,99029477,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06058802067590441,1.98058954E7,4.428694218920735E7,9.9028786E7,9.0,0,0,0,0,0,9.9029477E7,2.475736925E7,4.9514492500257894E7,9.9029108E7,9.0,0,0,0,0,40,120,0.010098003445984069,0.05049001722992034,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,5,0,-1,0,0,0,358.0,0.0,358.0,358.0,9.9028786E7,0.0,9.9028786E7,9.9028786E7,No Label
147.32.84.165-147.32.96.45-21-2050-6,147.32.96.45,2050,147.32.84.165,21,6,10/08/2011 04:11:33 PM,241,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12448.132780082988,120.5,160.51323932934628,234.0,7.0,0,0,0,0,0,241.0,120.5,160.51323932934628,234.0,7.0,0,0,0,0,0,80,0.0,12448.132780082988,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-147.32.96.45-21-2051-6,147.32.96.45,2051,147.32.84.165,21,6,10/08/2011 04:11:34 PM,340,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8823.529411764704,170.0,224.8599564173221,329.0,11.0,0,0,0,0,0,340.0,170.0,224.8599564173221,329.0,11.0,0,0,0,0,0,80,0.0,8823.529411764704,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1495-443-6,147.32.84.165,1495,222.88.205.195,443,6,10/08/2011 04:16:30 PM,11917517,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,20.80970390056922,0.167820192746526,1.1917517E7,0.0,1.1917517E7,1.1917517E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.083910096373263,0.083910096373263,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1386-443-6,147.32.84.165,1386,222.88.205.195,443,6,10/08/2011 04:16:43 PM,9,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,2.7555555555555556E7,222222.22222222222,9.0,0.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,111111.11111111111,111111.11111111111,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1453-443-6,147.32.84.165,1453,222.88.205.195,443,6,10/08/2011 04:16:00 PM,47969217,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,5.169982240902535,0.041693405168568835,4.7969217E7,0.0,4.7969217E7,4.7969217E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.020846702584284418,0.020846702584284418,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-31.192.109.167-1522-80-6,147.32.84.165,1522,31.192.109.167,80,6,10/08/2011 04:16:55 PM,162598,5,5,458.0,194.0,229.0,0.0,91.6,125.42846566868303,194.0,0.0,38.8,86.75943752699185,4009.889420534078,61.50137148058402,18066.44444444444,34116.65601326979,78863.0,9.0,78059.0,19514.75,38837.68824544015,77771.0,9.0,162598.0,40649.5,43734.827224230954,79478.0,9.0,0,0,0,0,108,116,30.75068574029201,30.75068574029201,0.0,229.0,59.27272727272727,101.91770298539004,10387.218181818182,0,1,0,0,0,0,0,0,1.0,65.2,91.6,38.8,0,0,0,0,0,0,5,458,5,194,-1,6432,2,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-31.192.109.167-1522-80-6,147.32.84.165,1522,31.192.109.167,80,6,10/08/2011 04:16:55 PM,272,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11029.411764705883,136.0,178.19090885900997,262.0,10.0,262.0,262.0,0.0,262.0,262.0,0,0,0,0,0,0,0,0,0,40,20,7352.941176470588,3676.470588235294,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64046,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1495-443-6,147.32.84.165,1495,222.88.205.195,443,6,10/08/2011 04:16:42 PM,24034151,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,10.318650323866235,0.08321492196666318,2.4034151E7,0.0,2.4034151E7,2.4034151E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.04160746098333159,0.04160746098333159,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-212.117.171.138-1437-65500-6,147.32.84.165,1437,212.117.171.138,65500,6,10/08/2011 04:15:04 PM,22528,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.94602272727272,5632.0,11065.41787130819,22229.0,7.0,22518.0,11259.0,15912.731003822066,22511.0,7.0,22239.0,22239.0,0.0,22239.0,22239.0,0,0,0,0,68,56,133.16761363636363,88.7784090909091,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,2,0,-1,5840,0,0,0,0,0,0,0,0,0,0,No Label
147.32.84.165-222.88.205.195-1403-443-6,147.32.84.165,1403,222.88.205.195,443,6,10/08/2011 04:15:44 PM,96038169,1,1,124.0,124.0,124.0,124.0,124.0,0.0,124.0,124.0,124.0,0.0,2.5823066243589046,0.02082505342224923,9.6038169E7,0.0,9.6038169E7,9.6038169E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.010412526711124616,0.010412526711124616,124.0,124.0,124.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,186.0,124.0,124.0,0,0,0,0,0,0,1,124,1,124,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
